sentence_id,word,pos,tag
49,the,DT,O
49,maintenance,NN,B-Skill
49,and,CC,I-Skill
49,repair,NN,I-Skill
49,of,IN,I-Skill
49,mechanical,JJ,I-Skill
49,",",",",I-Skill
49,electrical,JJ,I-Skill
49,and,CC,I-Skill
49,electronic,JJ,I-Skill
49,equipment,NN,I-Skill
49,",",",",I-Skill
49,systems,NNS,I-Skill
49,and,CC,I-Skill
49,general,JJ,I-Skill
49,facilities,NNS,I-Skill
49,.,.,O
50,As,IN,O
50,a,DT,O
50,Sponsorship,NNP,B-Occupation
50,Sales,NNS,I-Occupation
50,Consultant,NNP,I-Occupation
50,",",",",O
50,you,PRP,O
50,will,MD,O
50,play,VB,O
50,a,DT,O
50,key,JJ,O
50,role,NN,O
50,in,IN,O
50,the,DT,O
50,success,NN,O
50,of,IN,O
50,IQPC,NNP,B-Domain
50,.,.,O
51,Based,VBN,O
51,from,IN,O
51,home,NN,O
51,",",",",O
51,the,DT,O
51,successful,JJ,O
51,candidate,NN,O
51,will,MD,O
51,demonstrate,VB,O
51,a,DT,O
51,dynamic,JJ,B-Skill
51,and,CC,O
51,articulate,JJ,B-Skill
51,communication,NN,O
51,style,NN,O
51,and,CC,O
51,positive,JJ,B-Skill
51,",",",",O
51,proactive,JJ,B-Skill
51,approach,NN,O
51,to,TO,O
51,both,DT,O
51,reactive,JJ,B-Skill
51,and,CC,I-Skill
51,planned,VBD,I-Skill
51,preventative,JJ,I-Skill
51,maintenance,NN,I-Skill
51,activities,NNS,I-Skill
51,on,IN,I-Skill
51,a,DT,I-Skill
51,range,NN,I-Skill
51,of,IN,I-Skill
51,electrical,JJ,I-Skill
51,",",",",I-Skill
51,mechanical,JJ,I-Skill
51,",",",",I-Skill
51,hydraulic,JJ,I-Skill
51,and,CC,I-Skill
51,pneumatic,JJ,I-Skill
51,systems,NNS,I-Skill
51,",",",",O
51,and,CC,O
51,will,MD,O
51,thrive,VB,O
51,within,IN,O
51,a,DT,O
51,customer,NN,B-Skill
51,facing,NN,I-Skill
51,environment,NN,O
51,in,IN,O
51,which,WDT,O
51,the,DT,O
51,highest,JJS,O
51,levels,NNS,O
51,of,IN,O
51,quality,NN,O
51,customer,NN,B-Skill
51,service,NN,I-Skill
51,and,CC,O
51,satisfaction,NN,O
51,are,VBP,O
51,of,IN,O
51,paramount,NN,O
51,importance,NN,O
51,.,.,O
52,On,IN,O
52,a,DT,O
52,daily,JJ,O
52,basis,NN,O
52,you,PRP,O
52,will,MD,O
52,be,VB,O
52,proactively,RB,B-Skill
52,selling,VBG,I-Skill
52,sponsorship,NN,O
52,packages,NNS,O
52,for,IN,O
52,our,PRP$,O
52,leading,JJ,O
52,edge,NN,O
52,product,NN,O
52,portfolio,NN,O
52,to,TO,O
52,existing,VBG,O
52,and,CC,O
52,potential,JJ,O
52,IQPC,NNP,O
52,Exchange,NNP,O
52,partners,NNS,O
52,over,IN,O
52,the,DT,O
52,telephone,NN,O
52,.,.,O
53,Additionally,RB,O
53,",",",",O
53,this,DT,O
53,is,VBZ,O
53,a,DT,O
53,very,RB,O
53,pleasant,JJ,O
53,working,VBG,O
53,environment,NN,O
53,casual,JJ,O
53,dress,NN,O
53,code,NN,O
53,",",",",O
53,laid,VBN,B-Skill
53,back,RB,I-Skill
53,and,CC,O
53,friendly,RB,B-Skill
53,atmosphere,RB,O
53,and,CC,O
53,a,DT,O
53,genuine,JJ,O
53,prospect,NN,O
53,of,IN,O
53,crosstraining,VBG,B-Skill
53,to,TO,O
53,C,NNP,B-Skill
53,in,IN,O
53,the,DT,O
53,future,NN,O
53,.,.,O
54,The,DT,O
54,Head,NNP,B-Occupation
54,Teacher,NNP,I-Occupation
54,is,VBZ,O
54,looking,VBG,O
54,for,IN,O
54,an,DT,O
54,effective,JJ,O
54,leader,NN,B-Skill
54,with,IN,O
54,extensive,JJ,O
54,knowledge,NN,O
54,and,CC,O
54,experience,NN,O
54,of,IN,O
54,the,DT,O
54,EYFS,NNP,B-Skill
54,",",",",O
54,a,DT,O
54,strong,JJ,O
54,understanding,NN,B-Skill
54,of,IN,I-Skill
54,best,JJ,I-Skill
54,practice,NN,I-Skill
54,and,CC,O
54,the,DT,O
54,ability,NN,O
54,to,TO,O
54,:,:,O
54,Inspire,NNP,B-Skill
54,children,NNS,I-Skill
54,and,CC,O
54,give,VB,O
54,them,PRP,O
54,an,DT,O
54,excellent,JJ,O
54,start,NN,O
54,to,TO,O
54,their,PRP$,O
54,school,NN,O
54,life,NN,O
54,Provide,NNP,B-Skill
54,a,DT,I-Skill
54,role,NN,I-Skill
54,model,NN,I-Skill
54,of,IN,O
54,exemplary,JJ,O
54,EYFS,NNP,B-Skill
54,practice,NN,O
55,Your,PRP$,O
55,main,JJ,O
55,duties,NNS,O
55,will,MD,O
55,involve,VB,O
55,planning,NN,B-Skill
55,",",",",O
55,resourcing,VBG,B-Skill
55,and,CC,O
55,successfully,RB,B-Skill
55,executing,VBG,I-Skill
55,major,JJ,I-Skill
55,supply,NN,I-Skill
55,chains,NNS,I-Skill
55,and,CC,I-Skill
55,operations,NNS,I-Skill
55,on,IN,O
55,site,NN,O
55,to,TO,O
55,ensure,VB,O
55,compliance,NN,O
55,with,IN,O
55,standard,JJ,B-Skill
55,company,NN,I-Skill
55,/,NNP,I-Skill
55,client,NN,I-Skill
55,operating,NN,I-Skill
55,procedures,NNS,I-Skill
55,.,.,O
56,The,DT,O
56,role,NN,O
56,on,IN,O
56,offer,NN,O
56,will,MD,O
56,enable,VB,O
56,the,DT,O
56,chosen,NN,O
56,candidate,NN,O
56,to,TO,O
56,not,RB,O
56,only,RB,O
56,have,VBP,O
56,a,DT,O
56,tangible,JJ,O
56,impact,NN,O
56,on,IN,O
56,business,NN,B-Domain
56,success,NN,O
56,",",",",O
56,but,CC,O
56,also,RB,O
56,work,NN,O
56,for,IN,O
56,a,DT,O
56,FTSE250,NNP,B-Domain
56,organization,NN,O
56,operating,NN,O
56,in,IN,O
56,the,DT,O
56,financial,JJ,B-Domain
56,services,NNS,I-Domain
56,sector,NN,O
56,",",",",O
56,in,IN,O
56,an,DT,O
56,environment,NN,O
56,that,WDT,O
56,encourages,VBZ,O
56,innovative,JJ,B-Skill
56,and,CC,O
56,dynamic,JJ,B-Skill
56,thinking,NN,I-Skill
56,.,.,O
57,A,DT,O
57,fantastic,JJ,O
57,salary,NN,O
57,",",",",O
57,benefits,NNS,O
57,package,NN,O
57,and,CC,O
57,working,VBG,O
57,environment,NN,O
57,is,VBZ,O
57,on,IN,O
57,offer,NN,O
57,for,IN,O
57,the,DT,O
57,successful,JJ,B-Skill
57,candidate,NN,O
57,as,RB,O
57,well,RB,O
57,as,IN,O
57,ongoing,VBG,O
57,training,NN,B-Skill
57,and,CC,O
57,development,NN,B-Skill
57,.,.,O
58,Experience,NN,O
58,of,IN,O
58,billing,NN,B-Skill
58,and,CC,I-Skill
58,invoicing,VBG,I-Skill
58,reconciliation,NN,I-Skill
58,processes,NNS,O
58,for,IN,O
58,multibank,NN,B-Skill
58,",",",",O
58,multicurrency,NN,B-Skill
58,and,CC,O
58,clientfocused,JJ,B-Skill
58,organisations,NNS,O
58,is,VBZ,O
58,key,JJ,O
59,The,DT,O
59,successful,JJ,O
59,candidate,NN,O
59,will,MD,O
59,be,VB,O
59,educated,VBN,O
59,to,TO,O
59,degree,VB,B-Qualification
59,level,NN,O
59,or,CC,O
59,equivalent,NN,O
59,in,IN,O
59,Electronics,NNP,B-Skill
59,",",",",O
59,Electrical,NNP,B-Skill
59,Engineering,NNP,I-Skill
59,or,CC,O
59,Physics,NNPS,B-Skill
59,with,IN,O
59,industry,NN,O
59,experience,NN,O
59,of,IN,O
59,electronic,JJ,B-Skill
59,design,NN,I-Skill
59,.,.,O
60,If,IN,O
60,you,PRP,O
60,would,MD,O
60,like,VB,O
60,to,TO,O
60,be,VB,O
60,considered,VBN,O
60,for,IN,O
60,this,DT,O
60,role,NN,O
60,",",",",O
60,or,CC,O
60,know,VB,O
60,more,JJR,O
60,information,NN,O
60,",",",",O
60,please,VB,O
60,send,VB,O
60,your,PRP$,O
60,CV,NNP,O
60,through,IN,O
60,to,TO,O
60,us,PRP,O
60,ASAP,NNP,O
60,by,IN,O
60,applying,VBG,O
60,for,IN,O
60,this,DT,O
60,advert,JJ,O
60,Morgan,NNP,O
60,Hunt,NNP,O
60,is,VBZ,O
60,a,DT,O
60,multi,JJ,O
60,award,NN,O
60,winning,VBG,O
60,Employment,NNP,B-Domain
60,Business,NNP,I-Domain
60,for,IN,O
60,interim,NN,O
60,",",",",O
60,contract,NN,O
60,and,CC,O
60,temporary,JJ,O
60,recruitment,NN,B-Skill
60,and,CC,O
60,acts,VBZ,O
60,as,IN,O
60,an,DT,O
60,Employment,NNP,B-Domain
60,Agency,NNP,O
60,in,IN,O
60,relation,NN,O
60,to,TO,O
60,permanent,JJ,O
60,vacancies,NNS,O
60,.,.,O
61,The,DT,O
61,Exchange,NNP,O
61,Concept,NNP,O
61,An,DT,O
61,Exchange,NNP,O
61,is,VBZ,O
61,a,DT,O
61,unique,JJ,O
61,",",",",O
61,invitation,NN,O
61,only,RB,O
61,event,NN,O
61,driven,VBN,O
61,by,IN,O
61,prescheduled,JJ,O
61,business,NN,B-Skill
61,meetings,NNS,I-Skill
61,between,IN,O
61,prequalified,VBN,B-Qualification
61,service,NN,B-Occupation
61,providers,NNS,I-Occupation
61,and,CC,O
61,senior,JJ,B-Occupation
61,executives,NNS,I-Occupation
61,.,.,O
62,The,DT,O
62,role,NN,O
62,is,VBZ,O
62,a,DT,O
62,6,CD,O
62,month,NN,O
62,contract,NN,O
62,with,IN,O
62,a,DT,O
62,view,NN,O
62,of,IN,O
62,going,VBG,O
62,permanent,JJ,O
62,and,CC,O
62,in,IN,O
62,return,NN,O
62,",",",",O
62,our,PRP$,O
62,client,NN,O
62,is,VBZ,O
62,willing,JJ,O
62,to,TO,O
62,pay,VB,O
62,a,DT,O
62,competitive,JJ,O
62,daily,JJ,O
62,rate,NN,O
62,of,IN,O
62,up,IN,O
63,Atlantic,NNP,O
63,Recruitment,NNP,O
63,have,VBP,O
63,launched,VBN,O
63,their,PRP$,O
63,Automotive,NNP,B-Skill
63,Recruitment,NNP,I-Skill
63,Division,NNP,O
63,and,CC,O
63,are,VBP,O
63,looking,VBG,O
63,for,IN,O
63,service,NN,B-Occupation
63,advisors,NNS,I-Occupation
63,from,IN,O
63,all,DT,O
63,over,IN,O
63,the,DT,O
63,UK,NNP,O
63,as,IN,O
63,we,PRP,O
63,have,VBP,O
63,started,VBN,O
63,to,TO,O
63,bring,VB,O
63,on,IN,O
63,vacancies,NNS,O
63,with,IN,O
63,variouse,NN,O
63,Automotive,NNP,O
63,Dealerships,NNP,O
63,through,IN,O
63,out,IN,O
63,the,DT,O
63,UK,NNP,O
63,.,.,O
64,Exchange,NNP,O
64,only,RB,O
64,invites,VBZ,O
64,senior,JJ,B-Occupation
64,executives,NNS,I-Occupation
64,with,IN,O
64,the,DT,O
64,highest,JJS,O
64,credentials,NNS,O
64,and,CC,O
64,service,NN,B-Occupation
64,providers,NNS,I-Occupation
64,with,IN,O
64,the,DT,O
64,most,RBS,O
64,cuttingedge,JJ,O
64,capabilities,NNS,O
64,.,.,O
65,Unlike,IN,O
65,traditional,JJ,O
65,conferences,NNS,O
65,or,CC,O
65,tradeshows,NNS,O
65,",",",",O
65,the,DT,O
65,primary,JJ,O
65,focus,NN,O
65,and,CC,O
65,benefit,NN,O
65,of,IN,O
65,the,DT,O
65,Exchange,NNP,O
65,is,VBZ,O
65,for,IN,O
65,new,JJ,O
65,relationships,NNS,O
65,to,TO,O
65,be,VB,O
65,forged,VBN,O
65,and,CC,O
65,existing,VBG,O
65,partnerships,NNS,O
65,to,TO,O
65,be,VB,O
65,enhanced,VBN,O
65,.,.,O
66,Due,NNP,O
66,to,TO,O
66,an,DT,O
66,increase,NN,O
66,in,IN,O
66,work,NN,O
66,load,NN,O
66,the,DT,O
66,clinic,NN,O
66,are,VBP,O
66,looking,VBG,O
66,to,TO,O
66,recruit,VB,O
67,These,DT,O
67,essentials,NNS,O
67,values,NNS,O
67,are,VBP,O
67,shared,VBN,O
67,with,IN,O
67,their,PRP$,O
67,teams,NNS,O
67,throughout,IN,O
67,the,DT,O
67,countries,NNS,O
67,they,PRP,O
67,cover,VBP,O
67,.,.,O
68,The,DT,O
68,testing,NN,B-Skill
68,",",",",O
68,management,NN,B-Skill
68,and,CC,O
68,control,NN,B-Skill
68,of,IN,O
68,backup,NN,B-Skill
68,and,CC,I-Skill
68,recovery,NN,I-Skill
68,schedules,NNS,I-Skill
68,",",",",O
68,storage,NN,B-Skill
68,planning,NN,I-Skill
68,",",",",O
68,allocation,NN,B-Skill
68,",",",",O
68,monitoring,NN,B-Skill
68,and,CC,O
68,decommissioning,JJ,B-Skill
68,Ensure,NN,I-Skill
68,that,IN,I-Skill
68,all,DT,I-Skill
68,operational,JJ,I-Skill
68,databases,NNS,I-Skill
68,meet,VBP,I-Skill
68,their,PRP$,I-Skill
68,availability,NN,I-Skill
68,",",",",I-Skill
68,reliability,NN,I-Skill
68,and,CC,I-Skill
68,performance,NN,I-Skill
68,targets,NNS,I-Skill
68,as,IN,O
68,documented,VBN,O
68,in,IN,O
68,SLAs,NNP,B-Skill
68,and,CC,O
68,OLAs,NNP,B-Skill
69,Successful,JJ,O
69,candidates,NNS,O
69,will,MD,O
69,be,VB,O
69,experienced,VBN,O
69,in,IN,O
69,a,DT,O
69,variety,NN,O
69,of,IN,O
69,commercial,JJ,B-Skill
69,insurance,NN,I-Skill
69,classes,NNS,I-Skill
69,including,VBG,O
69,property,NN,B-Skill
69,",",",",O
69,motor,NN,B-Skill
69,",",",",O
69,liability,NN,B-Skill
69,and,CC,O
69,commercial,JJ,B-Skill
69,combined,VBN,O
69,.,.,O
70,Band,NNP,O
70,6Community,CD,O
70,Clinics1,NNP,O
70,.,.,O
70,0,CD,O
70,wte,NN,O
70,i,NN,O
70,.,.,O
70,e,NN,O
70,.,.,O
70,full,JJ,O
70,time,NN,O
70,This,DT,O
70,post,NN,O
70,is,VBZ,O
70,split,VBN,O
70,between,IN,O
70,two,CD,O
70,clinics,NNS,O
70,on,IN,O
70,the,DT,O
70,west,JJ,O
70,side,NN,O
70,of,IN,O
70,the,DT,O
70,boroughEnd,NN,O
70,of,IN,O
70,March,NNP,O
70,2013Urgent,CD,O
70,Car,NNP,B-Occupation
70,driver,NN,I-Occupation
70,preferable,NN,O
70,but,CC,O
70,not,RB,O
70,essential,JJ,O
70,Band,NNP,O
70,7Autism,CD,O
70,and,CC,O
70,Community,NNP,O
70,Clinics1,NNP,O
70,.,.,O
70,0,CD,O
70,wte,NN,O
70,i,NN,O
70,.,.,O
70,e,CC,O
70,full,JJ,O
70,time,NN,O
70,.,.,O
71,About,IN,O
71,our,PRP$,O
71,client,NN,O
71,Our,PRP$,O
71,client,NN,O
71,is,VBZ,O
71,a,DT,O
71,large,JJ,O
71,Biotechnology,NNP,B-Domain
71,company,NN,O
71,based,VBN,O
71,in,IN,O
71,London,NNP,O
71,.,.,O
72,Build,NNP,B-Skill
72,strong,JJ,I-Skill
72,relationships,NNS,I-Skill
72,with,IN,O
72,parents,NNS,O
72,and,CC,O
72,other,JJ,O
72,providers,NNS,O
72,Make,VBP,O
72,a,DT,O
72,significant,JJ,O
72,contribution,NN,O
72,to,TO,O
72,the,DT,O
72,leadership,NN,B-Skill
72,and,CC,O
72,management,NN,B-Skill
72,of,IN,O
72,the,DT,O
72,school,NN,O
73,Overview,NNP,O
73,Assist,NNP,B-Skill
73,the,DT,O
73,Transmission,NNP,B-Occupation
73,Delivery,NNP,I-Occupation
73,Manager,NNP,I-Occupation
73,and,CC,O
73,drive,JJ,B-Skill
73,Delivery,NNP,I-Skill
73,of,IN,I-Skill
73,the,DT,I-Skill
73,Transmission,NNP,I-Skill
73,to,TO,I-Skill
73,Special,JJ,I-Skill
73,Events,NNS,I-Skill
73,and,CC,I-Skill
73,Corporates,NNP,I-Skill
73,.,.,O
74,You,PRP,O
74,must,MD,O
74,also,RB,O
74,be,VB,O
74,very,RB,O
74,commercially,RB,B-Skill
74,aware,JJ,I-Skill
74,with,IN,O
74,excellent,JJ,O
74,communication,NN,B-Skill
74,skills,NNS,I-Skill
74,at,IN,O
74,all,DT,O
74,levels,NNS,O
74,.,.,O
75,18months,CD,B-Experience
75,good,JJ,O
75,B2B,NNP,B-Skill
75,sales,NNS,I-Skill
75,experience,NN,O
75,Excellent,JJ,O
75,working,VBG,B-Skill
75,understanding,NN,I-Skill
75,of,IN,I-Skill
75,consultative,JJ,I-Skill
75,sales,NNS,I-Skill
75,approach,NN,I-Skill
76,We,PRP,O
76,have,VBP,O
76,large,JJ,O
76,volumes,NNS,O
76,of,IN,O
76,shifts,NNS,O
76,all,DT,O
76,over,IN,O
76,hertfordshire,NN,O
76,and,CC,O
76,can,MD,O
76,cover,VB,O
76,all,DT,O
76,availability,NN,O
76,.,.,O
77,****,JJ,O
77,****,NN,O
77,or,CC,O
77,****,VB,O
77,****,NN,O
77,at,IN,O
77,Home,NNP,O
77,Instead,RB,O
77,Senior,NNP,O
77,Care,NNP,O
77,East,NNP,O
77,Notts,NNP,O
77,Office,NNP,O
77,or,CC,O
77,email,VB,O
77,a,DT,O
77,CV,NNP,O
77,to,TO,O
78,Proficient,NN,O
78,with,IN,O
78,Microsoft,NNP,B-Skill
78,Word,NNP,I-Skill
78,",",",",O
78,Excel,NNP,B-Skill
78,",",",",O
78,Outlook,NNP,B-Skill
78,;,:,O
78,SalesForce,NNP,B-Skill
78,.,.,I-Skill
78,com,VB,I-Skill
78,a,DT,O
78,big,JJ,O
78,plus,NN,O
78,.,.,O
79,Thoughtprovoking,VBG,O
79,conference,NN,O
79,sessions,NNS,O
79,",",",",O
79,Brainweave,NNP,O
79,discussions,NNS,O
79,and,CC,O
79,innovative,JJ,B-Skill
79,networking,NN,O
79,opportunities,NNS,O
79,round,VBP,O
79,out,IN,O
79,the,DT,O
79,agenda,NN,O
79,resulting,VBG,O
79,in,IN,O
79,three,CD,O
79,days,NNS,O
79,of,IN,O
79,focused,JJ,B-Skill
79,",",",",O
79,structured,JJ,O
79,business,NN,B-Skill
79,development,NN,I-Skill
79,.,.,O
80,Perm,NNP,O
80,",",",",O
80,Asap,NNP,O
80,A,NNP,O
80,fantastic,JJ,O
80,opportunity,NN,O
80,has,VBZ,O
80,arisen,VBN,O
80,for,IN,O
80,an,DT,O
80,Art,NNP,B-Occupation
80,Director,NNP,I-Occupation
80,to,TO,O
80,join,VB,O
80,an,DT,O
80,amazing,JJ,O
80,Fashion,NN,B-Domain
80,and,CC,I-Domain
80,Beauty,NNP,I-Domain
80,company,NN,O
80,based,VBN,O
80,in,IN,O
80,Northamptonshire,NNP,O
80,.,.,O
81,They,PRP,O
81,have,VBP,O
81,been,VBN,O
81,successful,JJ,O
81,at,IN,O
81,winning,VBG,O
81,many,JJ,O
81,awards,NNS,O
81,and,CC,O
81,are,VBP,O
81,now,RB,O
81,concentrating,VBG,O
81,on,IN,O
81,being,VBG,O
81,even,RB,O
81,more,RBR,O
81,successful,JJ,O
81,and,CC,O
81,growing,VBG,O
81,their,PRP$,O
81,business,NN,O
81,further,RB,O
81,over,IN,O
81,the,DT,O
81,next,JJ,O
81,few,JJ,O
81,years,NNS,O
81,.,.,O
82,Well,RB,O
82,if,IN,O
82,you,PRP,O
82,are,VBP,O
82,then,RB,O
82,I,PRP,O
82,want,VBP,O
82,to,TO,O
82,hear,VB,O
82,from,IN,O
82,you,PRP,O
82,.,.,O
83,Overall,JJ,O
83,responsibility,NN,O
83,for,IN,O
83,finished,VBN,B-Skill
83,goods,NNS,I-Skill
83,procurement,NN,I-Skill
83,from,IN,O
83,an,DT,O
83,international,JJ,O
83,supply,NN,O
83,base,NN,O
83,.,.,O
84,Experience,NN,O
84,within,IN,O
84,the,DT,O
84,pharmaceutical,JJ,B-Skill
84,or,CC,O
84,CRO,NNP,B-Skill
84,setting,VBG,O
84,working,VBG,O
84,with,IN,O
84,Quality,NNP,B-Skill
84,Systems,NNPS,I-Skill
84,.,.,O
85,You,PRP,O
85,will,MD,O
85,have,VB,O
85,shown,VBN,O
85,steady,JJ,O
85,career,NN,O
85,progression,NN,O
85,to,TO,O
85,date,NN,O
85,having,VBG,O
85,been,VBN,O
85,recognised,VBN,O
85,and,CC,O
85,promoted,VBN,O
85,previously,RB,O
85,and,CC,O
85,are,VBP,O
85,unlikely,JJ,O
85,to,TO,O
85,have,VB,O
85,moved,VBN,O
85,between,IN,O
85,jobs,NNS,O
85,too,RB,O
85,often,RB,O
85,.,.,O
86,Driving,VBG,B-Skill
86,improvements,NNS,I-Skill
86,in,IN,O
86,forecasting,NN,B-Skill
86,and,CC,O
86,accuracy,NN,B-Skill
86,of,IN,I-Skill
86,operational,JJ,I-Skill
86,reporting,NN,I-Skill
86,.,.,O
87,Your,PRP$,O
87,responsibilities,NNS,O
87,will,MD,O
87,include,VB,O
87,prioritisation,NN,B-Skill
87,of,IN,I-Skill
87,work,NN,I-Skill
87,load,NN,I-Skill
87,",",",",O
87,copy,NN,B-Skill
87,/,NNP,I-Skill
87,audio,NN,I-Skill
87,typing,NN,I-Skill
87,",",",",O
87,creating,VBG,B-Skill
87,new,JJ,I-Skill
87,spreadsheets,NNS,I-Skill
87,",",",",O
87,dealing,VBG,B-Skill
87,with,IN,I-Skill
87,team,NN,I-Skill
87,members,NNS,I-Skill
87,diary,JJ,I-Skill
87,management,NN,I-Skill
87,",",",",O
87,organising,VBG,B-Skill
87,internal,JJ,I-Skill
87,and,CC,I-Skill
87,external,JJ,I-Skill
87,meetings,NNS,I-Skill
87,",",",",O
87,distributing,VBG,B-Skill
87,reports,NNS,I-Skill
87,",",",",O
87,correspondence,NN,B-Skill
87,",",",",O
87,maintaining,VBG,B-Skill
87,databases,NNS,I-Skill
87,and,CC,I-Skill
87,spreadsheets,NNS,I-Skill
87,and,CC,O
87,providing,VBG,B-Skill
87,cover,NN,I-Skill
87,for,IN,I-Skill
87,other,JJ,I-Skill
87,duties,NNS,I-Skill
87,throughout,IN,O
87,the,DT,O
87,business,NN,O
87,.,.,O
88,Awareness,NN,B-Skill
88,of,IN,I-Skill
88,data,NNS,I-Skill
88,management,NN,I-Skill
88,issues,NNS,I-Skill
88,and,CC,O
88,data,NNS,B-Skill
88,maintenance,NN,I-Skill
88,requirements,NNS,I-Skill
88,.,.,O
89,and,CC,O
89,they,PRP,O
89,have,VBP,O
89,been,VBN,O
89,around,IN,O
89,for,IN,O
89,many,JJ,O
89,years,NNS,O
89,developing,VBG,O
89,their,PRP$,O
89,business,NN,O
89,as,IN,O
89,a,DT,O
89,key,NN,O
89,Nottinghamshire,NNP,O
89,based,VBN,O
89,main,JJ,O
89,contractor,NN,B-Occupation
89,.,.,O
90,You,PRP,O
90,will,MD,O
90,also,RB,O
90,be,VB,O
90,responsible,JJ,O
90,for,IN,O
90,driving,VBG,B-Skill
90,and,CC,O
90,leading,VBG,B-Skill
90,on,IN,I-Skill
90,outreach,NN,I-Skill
90,activity,NN,I-Skill
90,to,TO,O
90,create,VB,B-Skill
90,awareness,NN,I-Skill
90,in,IN,I-Skill
90,the,DT,I-Skill
90,local,JJ,I-Skill
90,area,NN,I-Skill
90,.,.,O
91,The,DT,O
91,ability,NN,B-Skill
91,to,TO,I-Skill
91,thrive,VB,I-Skill
91,in,IN,I-Skill
91,a,DT,I-Skill
91,challenging,NN,I-Skill
91,",",",",I-Skill
91,fast,RB,I-Skill
91,paced,JJ,I-Skill
91,environment,NN,I-Skill
91,Please,NNP,O
91,send,VB,O
91,your,PRP$,O
91,CV,NNP,O
91,to,TO,O
91,apply,VB,O
91,.,.,O
92,For,IN,O
92,more,JJR,O
92,information,NN,O
92,",",",",O
92,visit,NN,O
92,www,NN,O
92,.,.,O
92,blueskiescareers,NNS,O
92,.,.,O
92,co,NN,O
92,.,.,O
92,uk,JJ,O
92,and,CC,O
92,we,PRP,O
92,`,``,O
92,ll,JJ,O
92,make,NN,O
92,sure,NN,O
92,we,PRP,O
92,do,VBP,O
92,our,PRP$,O
92,best,JJS,O
92,to,TO,O
92,find,VB,O
92,you,PRP,O
92,the,DT,O
92,perfect,JJ,O
92,marketing,NN,B-Skill
92,role,NN,O
92,.,.,O
93,You,PRP,O
93,will,MD,O
93,ideally,RB,O
93,be,VB,O
93,a,DT,O
93,graduate,NN,O
93,with,IN,O
93,good,JJ,O
93,academics,NNS,O
93,and,CC,O
93,the,DT,O
93,ability,NN,O
93,to,TO,O
93,develop,VB,B-Skill
93,good,JJ,I-Skill
93,working,VBG,I-Skill
93,relationships,NNS,I-Skill
93,with,IN,O
93,senior,JJ,O
93,operational,JJ,O
93,people,NNS,O
93,and,CC,O
93,challenge,VB,B-Skill
93,where,WRB,O
93,required,VBN,O
93,.,.,O
94,About,IN,O
94,our,PRP$,O
94,client,NN,O
94,:,:,O
94,We,PRP,O
94,are,VBP,O
94,recruiting,VBG,O
94,for,IN,O
94,a,DT,O
94,very,RB,O
94,well,RB,O
94,respected,VBN,O
94,kitchen,NN,O
94,within,IN,O
94,the,DT,O
94,Edinburgh,NNP,O
94,market,NN,O
94,and,CC,O
94,as,IN,O
94,such,JJ,O
94,are,VBP,O
94,looking,VBG,O
94,to,TO,O
94,recruit,VB,O
94,the,DT,O
94,best,JJS,O
94,talent,NN,O
94,available,JJ,O
94,.,.,O
95,Are,NNP,O
95,you,PRP,O
95,Self,NNP,B-Skill
95,Motivated,VBN,I-Skill
95,with,IN,O
95,a,DT,O
95,passion,NN,O
95,for,IN,O
95,New,NNP,B-Skill
95,Business,NNP,I-Skill
95,?,.,O
96,Senior,JJ,B-Occupation
96,Business,NNP,I-Occupation
96,Analyst,NNP,I-Occupation
96,with,IN,O
96,mcommerce,JJ,B-Skill
96,experience,NN,O
96,required,VBN,O
96,for,IN,O
96,fastgrowing,VBG,O
96,international,JJ,O
96,company,NN,O
96,in,IN,O
96,Central,NNP,O
96,London,NNP,O
96,.,.,O
97,The,DT,O
97,main,JJ,O
97,purpose,NN,O
97,of,IN,O
97,this,DT,O
97,role,NN,O
97,is,VBZ,O
97,to,TO,O
97,support,VB,O
97,the,DT,O
97,Head,NNP,B-Occupation
97,of,IN,I-Occupation
97,IT,NNP,I-Occupation
97,to,TO,O
97,ensure,VB,B-Skill
97,the,DT,I-Skill
97,maintenance,NN,I-Skill
97,and,CC,I-Skill
97,delivery,NN,I-Skill
97,of,IN,O
97,the,DT,O
97,Navision,NNP,B-Skill
97,system,NN,I-Skill
97,at,IN,O
97,the,DT,O
97,1st,CD,O
97,line,NN,O
97,level,NN,O
97,for,IN,O
97,Head,NNP,O
97,office,NN,O
97,and,CC,O
97,DC,NNP,O
97,users,NNS,O
97,and,CC,O
97,2nd,CD,O
97,line,NN,O
97,level,NN,O
97,for,IN,O
97,store,NN,O
97,users,NNS,O
97,.,.,O
98,For,IN,O
98,these,DT,O
98,and,CC,O
98,other,JJ,O
98,vacancies,NNS,O
98,call,VBP,O
98,us,PRP,O
98,immediately,RB,O
98,or,CC,O
98,email,VB,O
98,your,PRP$,O
98,CV,NNP,O
98,straightaway,NN,O
99,Assistant,JJ,B-Domain
99,Head,NNP,I-Domain
99,Teacher,NNP,I-Domain
99,to,TO,O
99,Lead,VB,B-Skill
99,EYFS,NNP,I-Skill
99,For,IN,O
99,April,NNP,O
99,201,CD,O
100,Ensuring,VBG,B-Skill
100,quality,NN,I-Skill
100,management,NN,I-Skill
100,system,NN,I-Skill
100,documentation,NN,I-Skill
100,is,VBZ,I-Skill
100,in,IN,I-Skill
100,accordance,NN,I-Skill
100,with,IN,I-Skill
